16cell	4cell	8cell	zygote	blast	2cell
Vnn1	7.25691138868289	0	6.8821137307358	0	5.28411310752492	0
Mt2	9.34970891420659	9.16919580742391	9.91940070055703	1.95507183658867	9.11222283811268	8.89750101935125
Upp1	0	0.117182274662866	0	0.679455512203621	9.16651770471088	5.82569948766642
Snord100	6.19649531954087	4.35066266290805	1.68438423603298	0	0	4.19718617122224
Elf3	7.46055850273606	0	5.42459603624507	1.1889288279517	8.88965721952014	3.48975623067523
Folr1	8.39096290853779	8.44624995106138	9.09859607147791	0	8.11501659718274	7.69970371129466
Immp1l	4.45992750261039	0.295365149606357	4.32593646231535	7.73981472672545	4.87337655601551	6.89873924721553
Gm5424	6.99705673770311	0	6.18197594084457	3.18362009101707	9.12491134651306	0.738632071716864
Zc3hc1	8.36245364079128	7.63270198273253	8.23967375165564	0.372396169684384	6.09892875781	7.83935087877254
Dap	5.20806491634858	0	4.1170470879437	0.0995692424442433	6.80282193931645	0
Lysmd1	0	5.64462789974288	0	0	0	8.45729108194438
9430016H08Rik	6.34527479359225	5.19064763991688	5.97373923180521	0	6.00550483894054	0.140979127075958
Rps27a	10.0886943572252	9.09586610534097	10.1974685118243	0.430460430125999	10.1187564129626	8.20860614930757
S100a10	0	0	4.06822022618842	0	7.23807775359153	0
Ppil1	8.1209798735863	7.9718290971903	8.02330975979282	0	7.69405080789374	4.83697370853241
Gm13691|Gm13693|Gm13694|Gm13695|Gm13696|Gm13697|Gm13698	3.39820626979708	8.04719073120747	3.13191841389611	4.65633541978742	3.57621576850997	8.16379525396798
Gsta1	0	0	2.33151844777487	0	3.98879942340404	0
Trim43b	10.1424271933835	10.9302417162562	10.548509280817	0.0998523094727154	6.81901035876254	9.61166906433926
Fxyd4	3.39395427277262	0	3.34619682476525	0.0738715760876038	7.23021871911654	0.0330491414713478
Mir1982	0	2.83217010647121	1.50139715846102	0	0	5.51221317576969
Dhrs7	1.16305367192061	0	0.268628169108239	0	6.57055487482483	0
Ndufa12	8.74421604086115	7.21947846062193	8.45981599728879	0	8.63383941783635	1.50143724626061
Rplp2	12.491086962535	11.190664529962	12.1383615133421	7.37489646475542	12.2613940976233	10.1873016797195
Lgals1	0	0	2.64576006494217	0	8.34377597032908	1.16956399190802
Nupr1	0	6.27202162845444	2.93937396582411	0	0.16652270199735	5.29669571474886
Trim43c	9.31905242376092	10.240553511854	10.0075994944088	0	6.3986011030479	9.06849088791106
Mrpl24	6.57718248071627	4.27081851785745	5.94471816604167	5.55365126336047	7.48390187143893	2.40195616542532
Rusc1	5.63557948941519	5.5368395146489	6.61601643951365	2.46332745365151	0	3.46514071671101
Pla2g10	4.22056153453213	0	4.45033824120363	0	5.40684439063484	0
Gsto1	8.42504492741971	0	7.68687964251311	0.0386461069295324	8.31850003116991	3.15830465162031
Gm2a	7.93226383592151	6.92849564157413	7.98237481758377	0.0105439143705304	9.22889999975463	6.51077083987941
Ocm	4.76985048475925	6.8068453812965	5.81072417722429	0	0	3.57829020067209
Spsb3	5.30315274365624	4.99582098601	5.81264524234986	0	0.792661172050072	2.56357579325855
Apoo	6.03033498040771	6.4051450704422	5.74149763410929	7.99501959637834	6.37015811452831	4.53422977529356
Gjb5	0	0	0	0	7.22686077636272	0
Syngr1	7.34923720332564	6.16172994382721	7.37894482531331	0	5.77173384731331	2.45392269905433
Gm12166	6.63207252660711	5.47958237313512	6.54200875737289	6.72305316750329	6.53585174386185	5.89822293459465
Aprt	10.2142475161078	9.78760318687242	10.0332279634347	0.786021867325781	8.41378476016321	6.73185335227682
Calcoco2	10.5882782726575	7.29103194581177	10.2953873111178	0.0188968397331334	10.1901638167999	7.38191704526015
Commd4	5.59552762122925	5.44922181537558	6.3211913838761	0.717877776446631	7.87962226599763	0.361761460793816
Mrpl22	9.1974824827593	7.53793029598449	9.3472503651836	3.62664830913579	8.11293580394041	3.69161608896003
Tdgf1	5.3228745817342	3.07572214464791	6.22209211798602	0	7.89027588699965	0
Snord65	4.90044196563513	0.760645701578994	3.88747043610707	0	4.64250855454989	0
Mylpf	9.30393720875965	6.47433326389013	8.39378741838168	0	8.21408918287488	3.57597520576407
Lass2	7.51627034643176	7.07702151721096	7.76095877595669	0.73243163237482	7.28674482570707	5.19695799785106
Rplp1	12.3391052751884	11.1138085629936	12.336960956791	3.46170013275816	11.9244264212217	10.4817174687739
Prdx2	5.14701077185827	0.4305508168446	5.55783883210484	8.81509582856114	7.98594008193296	8.05286672160068
Gabarapl2	13.4736400735929	12.4354329032171	12.5569549340968	7.02037941454207	13.6496496939816	10.4926848790793
Cript	6.8108244782881	7.62589985792453	7.12652378646453	7.01439668502297	6.81830684068192	8.04924857057657
Krt18	0.675141146706872	0	0.136977509870683	0.163972187962023	9.5734417782089	2.6262552710926
Hsd17b14	7.8840988323082	7.65212959288471	8.23533469782516	0	2.68950820649148	5.16446307578688
Krtcap2	7.77585778543964	5.47266136000235	7.15089114676414	1.32344570962689	8.1315668944878	0.561012146676105
Pigf	5.18324787697168	5.58995303539314	5.18208732256155	7.13819432801385	5.48358094921293	6.17751470887771
Pgk1	5.53548133783254	0	5.22305351920051	4.62684277524165	7.75540400383112	7.12481588806797
Id2	0.10653284194785	1.02085573536408	0	3.8218987089962	9.68222676671679	5.68773253626257
Hsd17b10	5.56025314162919	3.61860427989249	5.2611295581498	0	6.52415133603456	0.176450620121743
Lsm10	3.23228864122073	5.68516634526136	4.37768332210507	7.95620337215347	5.57313455726915	6.29448560959537
Lrrc42	7.58270312394434	7.6634687254825	7.63997439280198	7.63947849346398	2.58496686361913	7.9521643829003
Stmn3	7.47870091930377	6.30583103149955	7.31714624659682	0	0	4.16374988129316
Dnajc19	6.71967495431961	0.345560517671499	5.91550193958951	1.45189041604676	7.15045490888373	0.354346162571022
Bola2	8.46467495859717	8.37588182379852	8.11571204901085	0.61030670270454	7.98858733953146	7.15722456103938
Gm11517	11.662761432135	11.8039137299912	11.8369216709222	0.0340078179035243	2.65164495848053	10.8803399497259
Amd1	3.97911198006286	6.93585432500783	4.49389603173516	4.97474180319885	0	7.23268986360667
Eif2s3x	9.45241148472871	10.0266655394667	8.67676699097876	7.66953053967364	9.64902090109336	8.17122043232343
Ifitm2	0.245238171458952	0.365973956404933	1.83595654264613	0	5.50303988465607	0.0645146321702065
Gm10324	5.85323376917562	4.53376530541194	3.51841923966327	6.77227343062012	6.01104329597768	3.70964290568176
Ccdc56	7.48302757334617	6.23101054293907	7.15451477310973	3.24122957725476	8.32851871080254	1.85633319491779
Mrpl43	6.65529800933972	6.73265034122401	6.54773735455425	0.115026348804039	6.35328823903178	3.26343464537499
Mrpl36	7.03788371634536	5.39702820310154	6.81164326774752	0	8.11641117921616	0.229739365308298
Adh1	0	0	0	0.0562228114990139	7.0936912439902	0
Plin2	3.21867784796807	2.97492268722246	2.92954799488265	0	8.29377412307001	5.32513713432203
Spp1	0	0	0	0	8.12483046361637	0
Snord104	4.56837674653065	4.08280061771859	4.43908167785807	0	2.24158486679291	5.87311339516782
Ntan1	0.912045707913375	4.02003437881386	3.25752015486466	4.38699855387917	6.2120383980204	4.42170853401285
Mrpl33	9.02306649945047	7.35146949295904	8.78310852777233	2.32908255773506	8.79889005471442	3.80610792491669
Psmb6	9.50020223553733	7.83215032423539	9.28960604233023	7.15348977762287	9.66163291830116	5.74285632488201
9430023L20Rik	7.36008058995881	6.52114324978648	7.62237059443527	4.41330203280374	5.88367962986125	5.83921548969053
Apool	0.721790550792899	3.8180920343985	3.95102157210178	3.4493787722409	5.82587110698162	0.203238503092278
Nt5c3l	8.05972737111444	6.69149038290676	8.0245998318456	0	4.34343656301969	0.791937229672662
H47	7.59652524232322	9.1388697316227	7.67021728174924	0	7.17501280901564	9.67345531403588
Acaa2	4.17270685484833	0	4.09431570937206	0	7.97779745589761	0
Gps1	7.2509309156029	7.78646537364213	7.48738486390107	7.57065825301476	8.03639063641439	8.15386799344915
Hmox2	5.53993341817343	7.04753556078636	5.67849142122841	2.89086299758425	5.90143585650176	6.51332775460124
Klf5	7.28441779901516	6.75978485074624	7.36662074446155	0	6.92238638350702	5.23092829946718
Uqcr11	8.40357177769353	5.59475094418527	7.81658976420464	2.21696235375097	9.14725810382846	2.9341625850757
Rpl10l	6.53783873703794	7.47454557051846	6.51212569757465	0	5.39578051314357	6.93716717992676
Mdh1	3.47447530747361	0	2.26126190011501	5.69693547804812	7.46864731515862	2.43250086755835
Xlr3c	0	1.41640407738077	2.3871832849749	8.1955396987106	5.51262565332835	6.41752937029016
Got1	6.66573951359939	4.45624630397932	5.44814761829934	6.39334249408707	7.62676976546111	6.15188805054443
Txndc12	5.08295497953616	0	5.05764191399597	3.8876741656653	7.51209654079441	2.56145566453383
1810035L17Rik	7.61305267281436	6.23699063335775	7.49397130999236	1.32892653466968	8.4622018313795	5.09292783622327
Oog1	0.853814658236221	8.06542779272097	0	12.1669641386429	0	11.4849052424356
S100a11	7.35332730885305	0.628760867195094	5.77115140571777	0.724931761800373	9.72918096942426	1.93027812159313
Plp2	7.87872252195175	0	6.68091653828398	0.0912749768338158	8.50840089527735	0.0480439989074634
Pafah1b3	6.47967955469128	4.55622486182903	5.87381104281511	2.44918735041685	5.90511502917662	1.75113352808126
Bad	6.49221096380969	6.30891869472428	6.35931119173975	1.07700456575467	7.46500765339961	1.57020174127224
Gapdh	0	0	1.59146743967942	2.25572027435333	6.22277276176293	2.44071287058249
Gins2	4.94638042084465	6.64470540148551	5.05214652675411	5.41129970062453	6.64999828555885	6.5688470427904
Akr1c21	6.83150677207385	4.93975270721412	5.92058360639759	3.41032611748241	0	0.14447204496815
Hnrnpf	11.4714582641095	10.928182976578	11.2803867400956	9.87195261126442	11.1953637628871	10.2150842051247
Serpinb6a	5.54571183026272	0	4.49474047601247	0.10966225593635	7.94292840372762	0.151405493497782
Fam136a	6.83879114738075	2.17529013459715	6.11603425044356	0.393324707307103	7.39087965426161	0.152785677851427
Gjb3	5.94278428373785	0	6.00374454407308	0	7.69404291432118	0
2810428I15Rik	5.37654341806744	2.87878924718744	4.99052802506244	0.576590822580441	5.22488857271308	0
Pam16	9.75127655695801	8.86990409958231	9.20724889766578	6.99602923416044	9.10846483246748	6.18230584787459
Mgst3	0	0	0.700604655016008	9.58217555964271	7.17850298779489	8.91940727766638
Cstb	9.18786132356237	5.70317339274861	9.41391568025629	0.78178145301619	10.1096571007611	4.68084025328087
Id3	8.36124503733397	4.46945297876256	8.66329737979174	1.14803150715835	7.11389349388465	2.03209247983964
Rpl11	13.9693081840244	13.2433829046379	13.8629501908381	0	13.8157463094095	11.8599149378538
Ndufs6	7.79164477891779	5.88439426337528	7.59090001884553	2.94292730325235	8.77240873922447	0.499591309487895
Rab20	6.62026134066234	7.24967158279816	6.97224902376799	0	4.64686500633314	6.73469170092381
Mir682	8.10096158671163	6.47109647885125	8.0976046754878	1.32489422955023	7.93879929662695	5.44582356540797
Zfp57	3.77513601943374	5.76446508340824	4.32384058690945	11.1624500383365	7.01869528915565	8.4878731641622
Magoh	8.92313892993048	9.86399927411119	8.90270123787559	10.0515180676306	8.46498586950384	10.0971982721832
Gyg	0	3.76601320604204	0	9.47602751663008	2.01519124640085	7.9047175895939
Ccne1	7.96675336650423	9.02215955298887	8.77463385463823	3.10128712961736	2.20051523643722	8.97808016097436
Aqp8	0	0	0	0	5.62065104111449	0
Apoc1	6.94647053314776	4.84064334189159	7.05651360664973	0	8.71250420299213	0
Cyb5r3	0	3.93949311843045	0	4.53616262156939	6.25645412688163	4.72208111608541
2010107H07Rik	5.53738504632127	5.97796943488775	5.51796183888618	1.25195948131621	3.67030586379238	4.37447773793068
Ctsz	6.55397450860133	7.73475052251778	7.44680884119894	0	3.63909093316547	3.21030885505591
Commd3	4.36782634590374	0	3.38238613961631	6.63115607194473	7.43092802577693	6.09430485947907
Syce2	7.4855229754164	6.04338013965522	7.25740116369452	8.07634235662281	6.23129490351302	8.109062584873
Gnpnat1	8.0458576024166	7.74365829728532	7.88009262255556	6.97680400937584	5.57009456083019	6.7763711204854
Timm23	11.4450719815172	10.3662187072279	11.2460594515424	9.0116276615482	10.1618871561508	9.87601741916744
4930453N24Rik	5.36440986421108	8.02287520803785	5.65313002853599	5.97688227712736	4.32724883508694	7.62431433134596
Rpl28	4.86006476141955	4.26822771785298	5.02936275653591	0	3.64755414438732	6.25835687019292
Rpl26	6.1115594713678	3.88155822173414	6.26609171978542	0	4.85472835979939	0.530885745748712
Cbx3	8.83399939507689	8.91231301757309	8.80127733749753	0.539229092711726	8.42713972093333	8.561693505061
2310016C08Rik	0.249253330262893	4.46356568607178	4.19315227697952	0	4.83905762774274	3.14272038316213
Cst3	6.13594675638532	3.5429596464478	5.37102403140847	0.911354594263445	6.89675083319024	0.256111064470952
Cth	8.66695120170699	8.04401697948015	8.80919815695597	4.56026011599914	5.0961510202622	7.05057172406016
Gm9376	8.99905536827928	7.48499201796654	8.80680064284851	0	8.42029352652386	7.2953349367267
Nagk	4.51999058835295	0	4.87756677974152	0.739335183269627	6.73270704877569	0.0261223593194674
Crb3	6.55461280017842	6.62619878799883	6.97648694204912	4.52436773311892	1.12530549484464	5.87351521531414
Tmem147	6.59942794207931	0.103249326235496	5.98384701122983	2.88497403792343	6.8671359711812	0.349118826975411
Gsta4	0	0.129829508348351	0.26406707297177	2.26563349155515	8.64062296871335	2.63598683264487
Mcts2	5.67619423823768	5.64215272975063	6.18848625699269	0	4.7516730130384	2.8992555594822
3010026O09Rik	3.36292011058975	5.66684303199656	4.45932304488416	6.33028933970037	6.74139429026764	5.0771700409436
Chrac1	6.15866470888949	5.75711302929768	6.57197134942743	0	6.32141542791258	4.85140674595143
Zfp707	3.82570696367663	7.21057580825299	5.03685142748402	1.43809616514649	0.0498293684359662	9.11076795208334
Tmem223	6.4014357951121	6.74403260270551	6.08489477314029	1.68326744883729	6.34483599611139	4.92486056502949
Acot13	4.78004736377314	4.29753088843199	5.43087432648225	2.32121325517949	5.0985519792486	4.87485477712426
Map1lc3a	8.50471103106457	9.10971189813532	9.04469196955781	3.48667013263259	4.75297517641722	7.52203381251547
Tmem14c	5.15416984911603	3.080023577173	4.75838854715119	8.47364970813527	6.94125323971177	6.95895315713875
Cenpm	6.00454705316059	6.37657272418693	6.19345093368027	2.41274955803753	4.49723258327279	3.84486735773759
Srp54b	9.62835141467492	10.3596108500805	0	10.1678474912381	10.7159209961707	8.42173262063043
Tspan8	0	4.41618178967873	0	0.236960047525056	8.23807567522256	3.43000692024528
Uqcrc1	7.43309983458538	6.05947056923691	7.3271493397522	0	8.51035062255551	3.05964566841492
Timm10	8.5563558913935	8.7656251750045	8.44816376451631	0.605639867105628	7.71681978419872	4.888557216265
Timm8a1	11.6317065545231	12.1269023544289	10.8618681346814	7.34887048535811	10.1506907545261	9.38979169532188
Ndufc2	7.01259316435399	4.62226989475365	5.39413963473321	3.65911400793962	8.31489130592537	0.581695027631526
Rps4x	12.0711665020665	12.0271021806338	11.9996814962014	5.15639817616192	11.6387672776689	9.63493955149796
Fam36a	5.0616289617669	4.45082698762842	4.48884629263457	0	7.40693507873433	3.10170157418663
Tfrc	7.40628486897486	7.33457929635993	7.81616428485525	1.23697799168459	2.42958812858714	6.9128206877244
Tmem179b	0.718286030368923	0	2.61294739056817	3.12856326596434	5.9333135267001	0.486811895920997
Echs1	5.23963561977885	0.104409480823937	3.18326263844353	6.13488227612495	6.91688818295183	3.66560397250326
Glo1	3.36249615575725	3.29380170649515	3.36964137686984	4.44850859714893	6.79382815645156	2.74213351270159
Gm2382	6.0443237210953	3.3732422356223	5.36780348068358	7.21800205895987	6.06150269647797	5.35866421118959
Zscan5b	4.37372411330142	7.91007358966364	5.20739928758846	2.98254476853658	0	9.10951433435561
Ndufb4	6.86266100594288	5.08508198073235	6.38203471498943	2.91214783569253	7.98739904325976	1.54692842864882
Clic1	0	0.125320601518301	2.80427606313889	0	5.8058958206526	0
Csrnp2	4.73153679393458	6.28463724585576	5.66685513345696	6.58392616971547	0	6.27786184552751
Tmed2	8.32964948345737	8.3761094933128	8.15806226736258	5.71884061760433	7.75662527700247	7.48461398285721
Rpl35a	10.2816055932285	8.71450843646023	10.1170811516598	1.18287958545385	10.1556817144559	7.24870760801088
Trappc2l	7.15963275181552	5.72110484233309	7.33844559145514	2.36477130343913	7.13219386734898	2.33530790902269
Atp5j	9.80314843330333	8.64993003174408	9.65796104881589	2.39944813106446	9.99303648983316	6.15251128918003
Gm10012	9.10877265443604	7.31502788942135	8.68008733363894	1.51446642681195	9.16050262265175	4.39125484158361
Rpl10a	9.19635888374039	8.21942959034396	9.10848241978012	1.32320362426211	8.90177550812356	6.99715811920288
Commd6	6.24359151422146	6.44992267102141	5.33732463320608	4.11362574534673	6.77197558591062	1.14712606437444
1110058L19Rik	4.95243364901689	0	4.77359899363341	6.62268101468877	6.47949312646563	1.41908194156828
Snord52	6.81492496096639	6.21413659255687	5.99700964969035	0.451818099271055	6.26373002463838	1.13546660905303
Pemt	10.3927522959581	8.78645128183609	10.4251567346548	3.41261533084496	6.35682229427704	7.38839566665234
Mad2l1bp	7.51834444124687	10.2750608596034	7.87328606121219	5.2446068923525	6.7354338262946	10.5611123465202
Mrps10	5.85815527710551	4.42473285023934	6.02568269646407	0	5.68439044960489	0.220571516485467
Nhp2l1	11.5531102993833	11.8287856581023	11.5681955842617	9.43216993350543	10.5972851613525	11.3989969559571
1110012L19Rik	0	2.9393519161956	3.13274978899069	7.28783720007586	5.13104982588257	3.6701660970878
Nipsnap3b	5.08340116412514	1.26848180287511	4.34759653727998	0.0621449921122831	6.16606197863714	0
4930583H14Rik	0.221521281358843	0	2.23446271649398	0	5.47618078516509	0.360449267893574
Lage3	6.42548810383179	6.11237544048756	5.63481968294847	2.96179065674433	7.10975475483537	4.93243536207684
Brp44	7.50222024386964	6.55984220450806	7.94491752401374	1.12548631167016	4.61372225740458	7.2510471166148
Renbp	8.06613174381977	6.61309474229005	8.028953776642	0	7.85764298248672	4.84338415639848
Ctsd	8.3066194190685	5.71534933983856	8.51331787017196	2.2406149821361	8.0825441597166	0.636720489547383
Tmem50b	7.41849228109053	7.95395784108822	7.27549809587731	2.9647445856879	4.68092870121553	6.99422700204535
Fcgr3	6.41972594093577	8.7677591637587	7.41378287606747	0	4.06719983713627	8.51738150395717
Acadvl	3.61533735817922	0.0529168400651287	4.87250155077805	1.17347514736986	6.83509262942633	0
Cldn7	6.77170571266064	5.35222001988061	6.61598502986912	0.350340076220769	7.54415538493418	0.553334845046126
Ppp1cc	9.914227670635	10.1394340620027	9.84922697751542	6.78185700091542	9.52208263930667	10.1847175456024
Ece2	5.55360222041816	6.81127017781656	6.29348467272481	1.27921166304855	4.34378797328664	6.25362453698184
N6amt2	7.86750730655344	7.23012202628122	8.00995064697914	0	6.57659192689986	2.58394079146227
Rhoc	0	0	0	0	5.67004196933724	0
Dpf3	4.28766462111268	2.87931517264359	5.14820179311042	5.62392436521051	0	6.62608067086872
Gstp1	8.33162211765691	6.40969203855652	7.61065321051392	2.98674738733034	9.48505702970314	3.20931907203
Snord22	5.79615628715893	5.74958122389138	5.24894428703644	0	3.11461771320866	3.65219683453156
Wdr74	8.81079665347925	8.30084529580358	8.76776417599235	2.81462697356504	7.62162252652313	5.88092679599155
Ndufa5	7.8955165506303	6.39643679274417	7.37154690678484	2.91505055457624	8.90521215531517	0.989299706432099
Ass1	7.44632936268305	0	6.54119436681984	3.79152394916379	9.61227357777834	0.934560738915206
Rpl38	10.8157852030482	9.16765223604602	10.0907049943315	0.405770533852178	10.3218497668974	7.54825994040546
Krt8	0.352749834015528	0	2.21654083472866	2.58309344168604	9.5752802215453	0.638886708082238
Arl1	6.2420812511111	5.98516095973199	5.73665152958584	5.30317683515096	6.24279424381231	6.1908876751966
Commd1	5.62105945418034	1.0148552884141	5.79715369974782	4.75220374993979	7.42799179286864	0.934707121958936
Atp5o	9.20083486568048	7.90435161232525	9.20756818378512	1.33844125025425	10.0846945567208	4.44438707464012
Trap1a	2.13907769578794	2.92787247883724	1.70268906017138	2.54042236931596	7.52411057770748	3.86553488950893
Xpnpep1	6.1324232273243	5.73331783989508	6.19420450098784	0	7.4355191214208	6.09039479652633
Cmbl	0	0	0.0789992835179711	0	5.75392786125888	0
Tor2a	6.09823474082847	7.02207822480234	6.56979298949995	3.67888489494988	2.77820452018167	6.64600923897236
Alg14	5.74510942962785	0.0979808932746354	4.98956818976955	0.0597636223085391	5.43994331460607	1.05548317222888
Phpt1	5.73255520834399	0.331676424438515	5.60479105887504	1.78758377983616	7.33681243185174	0.0285011644053171
Cdk2ap1	10.8226831041529	10.2131809024689	10.3939095993591	2.66901942562217	7.15932147078292	10.0963620626468
Sdhd	5.57153959578583	5.45240784805578	5.38796344993838	5.30902603602038	8.04155171867871	3.45323226021035
Ndufb7	8.47876921899518	6.6068067333821	8.23204738588982	0.723171423864475	8.45680392845728	0.419898074918175
Dbi	5.15915296493908	3.39964197008531	5.16829076983888	5.65806603868183	7.30663534295753	6.11655272684004
Zdhhc12	0.11694495356758	1.03871706457341	3.77085326310901	4.16898132604997	6.67257674468746	3.42493144701257
Gm13611	8.71440915319886	6.52325597279856	8.27312334075636	0.654101445933347	8.8613537544348	3.60379944540064
Dpm2	6.53404359692378	6.53862260254814	6.27950187576759	5.4980714339442	6.610743227405	3.37776863829932
Snora65	5.13197737857031	5.94694840057726	5.48037374542968	0	1.31690504108141	4.27479239282884
Edf1	7.49790641569722	6.84397663050376	7.57037413546103	0.859526865221961	6.93367972336562	0.739638389945868
Ndufc1	8.59729010939242	7.53642295687733	8.29681269920554	0.576639079017354	9.21004802260846	4.76812796636515
Dusp14	7.44560345736606	6.93991282413221	7.05041427506424	9.02393243310704	6.98573646407049	9.49650517499463
Mrps18c	8.34691164567967	6.6669233756086	8.32088921414908	3.37016332396428	8.40180630788801	4.02671804259736
Atp6v0b	8.25336549338276	5.95521970800582	7.7551776834755	6.19956498987937	8.49753590195637	4.93654164266196
Naga	0.585841565805977	0	0.19100546154413	0	5.56644317224708	0.00943701545722191
2700094K13Rik	6.39894009696462	0	6.0383298068423	2.57579774855504	8.1029997891159	2.63591008967164
Pramel7	8.99746177415948	9.56768125389961	9.31311092758467	0	7.66732449270541	7.72497400572852
Pramel6	8.69360003365964	8.29652985491096	9.08220131562581	0	7.76899097807053	7.53930592852414
Polr2j	9.10661336775742	9.39761418255153	9.05240188451498	7.31992062788881	8.0481420820989	9.08907186174826
Capns1	1.42180632050794	0	1.00903806099868	3.82031051637841	6.98094955559837	2.76700981773516
Cldn6	5.00328779976285	5.78721785688195	6.0736668383165	0	7.02156129185316	6.26970849154819
Pmvk	0.191091682422221	0	2.62548487137113	2.03610289499142	5.85645224482185	0.579440247437418
Aqp3	6.48053839587658	0.4636140665447	6.39552981002517	0	6.74374308376158	0
Zfp781	1.06036447635154	6.322410935073	1.51834823083881	3.03551692987462	1.52958167956144	7.50697769637122
Xlr3a	0	1.59132528152166	2.13682261060022	8.30827768807698	5.59415704291167	6.57245067011201
Nudt5	0	0	0	7.57869415744669	6.75998355646208	5.80197530990595
2610019F03Rik	6.0615451736107	0	5.6195086096687	6.14788173284139	7.54594653324726	3.75526308753129
Gm1943	6.87223940432154	7.41502679556992	7.31449011075482	4.51623161294553	5.29544739958042	7.03619463536124
Pin4	7.20911037973615	6.95624879224464	7.18016756594173	0.50493420501902	6.41984829308787	5.70176531027965
1810046J19Rik	7.03616616985262	5.18446494729024	6.19916899897079	0.961747449370899	7.72515053648906	0.906011165531112
Atp6v1f	7.76030033446708	4.05204477844353	7.03350298320344	6.74662281321496	8.25140742693193	4.9938840897739
Cd63	11.3714755101735	10.4543819739181	11.280923794314	0	11.0982300734503	8.38801725902731
Mif	9.32390717168809	8.35161957142293	8.73211969131089	2.98067513675863	8.49635339066978	3.98449716779173
3230401D17Rik	9.63273738140551	10.6569096604822	9.14028289772504	11.8628488687412	8.83104395660738	11.2932531118367
Tsta3	4.59340071097958	0.349846338623437	4.5100452551186	3.1435856609034	6.26003899911963	0.425524722087925
Mt1	10.5983429743419	10.0356712566046	10.9355523361754	0.41561357210588	10.6103098858162	9.65839997694614
Snord12	3.56816730937334	0.767915011919139	4.98707470597399	0	2.60042960516762	1.09677539742654
Xlr5a	0	5.40874764711948	1.87648740275198	3.94227056188505	5.538201680889	1.49844668878069
Cox7a1	4.41647486444541	0.560673647837604	3.39885619583602	0	4.99820290629948	0.140851092571828
Xlr3b	0	3.84216094724158	2.99124545434122	9.9026285541974	7.50770233945163	7.04702250146222
Prpsap2	7.67884564412645	7.35402663179336	7.78951550117784	7.22974199870328	6.84463018624933	6.69600187034249
Zfand1	2.19953917239197	0	4.39069148402666	1.49160138711186	6.02393273584936	0.135884703939422
Acot7	6.11111631165324	5.02691635817559	6.157334489887	4.19362182050334	3.76821545641291	5.03432535960574
