16cell	4cell	8cell	zygote	blast	2cell
Zfp622	10.2796935477764	12.6993715451834	10.9701768834515	0	8.51977232555893	12.9122434956991
Snap47	1.24775972798797	8.90641503768227	5.05204003293973	9.62220599513838	8.56984070645179	8.05027585864167
Elf3	11.8021267615358	0	9.78625767796448	4.74532173416188	13.248306692544	7.70039059446909
Arhgap18	9.9313194823764	2.84005795248755	9.90892770004491	8.49086540044446	1.15349696297806	7.22223818641167
Zfp143	10.5816815281824	11.5535997495554	10.7390599242884	8.4882141757927	8.05635704901138	10.5800907137735
Folr1	12.1447978085473	12.1974884230193	12.8503890982416	0	11.8635041562557	11.4418837646399
D2Ertd750e	3.90373552753641	8.70726142923849	8.06110666287529	12.54690108665	7.76380917442447	12.2002935282536
Zc3hc1	12.6320074072799	11.9000834975458	12.5108963323401	2.71266831110291	10.3521157852303	12.1026847126291
Dap	9.12779529597639	0	7.98758445064156	0.855329182420632	10.7471147777723	0
Fbxl20	12.8780884950762	10.9296901293447	13.0154952126775	8.60499279032411	9.51846843782877	9.97942788864019
9430016H08Rik	9.97256438749896	8.79702601380714	9.59256807415648	0	9.62356671197008	1.1770012668572
S100a10	0	0	6.77054069303987	0	9.97237458064209	0
Efnb2	7.19764222414056	10.2202470544599	8.10975271145416	8.93447565407119	9.35356168079408	11.44265452323
Lcp1	0.496760650304855	0	2.77639587958706	8.95677136777554	11.434413251364	6.20189631605287
Fxyd4	5.77122814249673	0	5.71930130738015	0.340770982792962	9.72226520080056	0.168742003544773
Dhrs7	4.12737926460628	0	1.91266204649019	0	10.3063709265651	0
Lgals1	0	0	5.50400982720105	0	11.3965436482586	3.4917287999187
Rab39	8.25674448352618	8.99563370394628	8.82343728064641	0	0	9.70557583171375
Jak2	1.39589871511021	10.7971895181692	3.29670315275058	13.2392964477523	0	13.8215879648485
B4galt6	1.3104229300325	6.22217529382212	1.05021773911422	10.8319575197526	9.73590074083171	9.73446193928082
Papd7	7.28705751633755	9.79097783527873	4.35387698354292	13.3729074588498	3.92703890338525	13.0420157498567
Rusc1	9.95361178103553	9.7957994044142	11.1534757609071	6.47361782318107	0	7.74814705864064
Pak1	6.07951383173571	9.27982152476933	8.38869282897338	12.2126090399791	0	11.3999597743911
Shmt2	5.79865127356379	7.03389082170186	8.44878719813348	10.3060015017876	9.34145596462084	9.23378753731049
Pla2g10	7.49903698541219	0	7.75225203798643	0	8.7377243949884	0
Gsto1	12.0207385836782	0	11.2799275416437	0.365767016851856	11.9154212606618	6.5867522115781
Sfmbt1	0	9.79841836833662	6.36523507724903	13.4979961121002	4.64567374563802	12.2347278333324
Gm2a	13.3986417484632	12.3901443081871	13.4551669882366	0.360989735273168	14.7070467971656	11.9698531326268
4930432K21Rik	2.6034794732478	11.1474830163497	9.79990870719033	8.53980969067501	0	9.69927782684721
Snx16	11.0255604510932	10.1013793416185	11.3328603526453	9.70371537910355	8.06892666072578	7.82288785699123
Gcnt1	8.35717897153068	0	8.76733331693737	0	9.40078232660245	2.2448019430049
Fbxo45	0.979797395930282	9.94685596403569	8.43545887109215	5.78095695652992	1.77960760944848	10.6493847461375
Gjb5	0	0	0	0	11.3655877176395	0
Slk	3.91723372648782	7.38765995653195	6.22934075518395	10.1007237726627	9.76944038164147	9.55696642471356
Tbc1d9	9.49978656185679	11.4312304590275	10.3726626504599	2.97436171485757	0	9.45982082213044
Calcoco2	14.2130936228057	10.942849185388	13.959167448452	0.205822585561067	13.8544020571377	10.9925326430746
Pdxk	14.3590694290132	14.4732582175374	14.5077961933145	0	10.8231308699252	13.0514710246571
Gtf3c5	8.77367531154206	11.5215412685712	9.5982337182303	6.15496659010498	6.31594149906748	10.4749000732677
Tdgf1	9.17246431364173	6.81371405493513	10.1161501395502	0	11.777889878222	0
Osbpl6	9.07870563171973	9.65792642962876	10.205971694865	5.21224054061783	0	8.53146913151181
Gca	9.71302022521055	3.39285832546836	9.1603637451109	7.37368625609522	10.2687945609994	4.81087713080904
Slc15a2	0	0	0	6.26512157036373	9.35511105893839	1.12599621879201
Vipar	4.43941466819915	0	7.38803460494214	7.67610594956826	9.27133922821536	6.98820866516694
Smpdl3a	8.85773646803136	0	9.63335986633542	0	8.72702117230505	0
Mylpf	12.265549289011	9.42048291496711	11.3752091645224	0	11.1761110212666	6.42303303632591
Arhgap8	2.48564793759019	5.99406786465734	5.45402538730063	0	8.75702902124522	8.36085489296439
Lrrfip1	0.807230029276176	2.13652425525022	5.59259191874006	11.857196519744	11.2781641700301	10.192064398584
Slc45a3	2.66721912513667	9.57753973510025	7.28908481567912	13.7088652822885	0	12.0710327865237
Cd97	7.32960653621993	0	0	0	9.69886063590098	0.582842796063576
Ovol1	0	9.46968901897208	8.72431777012755	7.30954753794649	0	8.06115233794335
Krt18	3.24842458046562	0	1.2750116850791	1.41561364609915	13.4293840945117	6.23137274612335
Cbs	2.02439032722631	0	6.18774067742551	0	10.1264028806629	0
Hsd17b14	11.7078272198304	11.4751930181851	12.0632263379631	0	6.29683351420869	8.9537589540671
Tiparp	5.43363604674169	11.5223575295013	9.96549994503071	13.5886321235318	7.89326528996003	14.0154491442494
Prmt6	6.87118798071074	11.2752184758771	8.89859818891781	0	5.02247881187021	12.0522606418209
Id2	0.99310208973131	3.22784916082385	0	7.43539325495244	13.4024764639669	9.34948730907156
Rnf13	8.97195247394508	0	9.37044644566973	5.92343694228219	10.2255049323953	0.988803422255114
Lsm10	6.14864472542649	8.76749657742444	7.507575523681	11.0464548678127	8.66414374488003	9.39718644756581
Lrrc42	11.7772263009967	11.8541789569937	11.8350072159929	11.8232340933324	6.5362584096557	12.1419006801398
9530008L14Rik	10.345586556018	9.8931683946116	10.5059020019209	7.14366918882138	1.45329413967722	9.07106521237217
Stmn3	11.0374440421771	9.84856142340294	10.8721714375356	0	0	7.64642724666264
Gmppb	6.87724334612675	4.05656994603391	9.23760012893221	0	8.24093727658897	0.282591573134853
Nek1	7.93079769958389	7.98421139854946	7.98536235104603	10.7756302609391	4.44791043935537	10.6252456089473
Kifc3	10.5455847597627	8.40944284827441	10.9664761796166	10.3795737522016	6.16685019276581	9.6311876655722
Eif2s3y	0	0	7.5490518323876	0	8.23783048861046	0.548454623946579
Cpn1	8.3517258707999	6.03920399140879	7.17781082650808	0	10.2949455670658	6.3257133302624
Sacm1l	2.7229834134325	9.53047720172841	6.21915671781068	8.42383089793012	9.4077183592744	8.00400590998698
Ccbl2	0	6.90696441695797	0	7.8217191429272	8.9318207486239	8.8306261866514
Pfkfb3	7.89196010000367	10.0439112684093	9.4167855818766	6.44746652242873	0	7.98593195721288
Mrpl36	10.259082932252	8.59595233920613	10.0516546430327	0	11.3439234119556	1.37869043113247
Adh1	0	0	0	0.628002483337466	10.8699320239062	0
Plin2	7.155583901117	6.91830075067208	6.83909563163174	0	12.4149986337557	9.41174670158189
Ccdc43	11.2498306518813	9.13951001929914	10.7296574497336	0	9.68940476067423	1.81260113400821
Spp1	0	0	0	0	12.0145984343814	0
Plcd1	9.63684379193585	0.4127395077531	9.78189514248946	0	9.67704818754014	0
Pacsin2	1.60983779844535	9.93542955585716	6.7544218546778	11.8826688061291	9.90808504163019	10.4015512445943
Nt5c3l	11.9163866518877	10.5736981242057	11.8795257939403	0	8.14765412655985	3.00096150069972
H47	11.2222892911896	12.7654521293693	11.3005139228727	0	10.8031621361588	13.3017023392607
Afmid	10.2643257491725	10.3199370605357	10.9152437227426	7.94651325046563	8.8866372490405	8.02871422749051
Ppp1r15a	9.02448422854348	10.9639137880422	9.72452068588265	9.50181347887744	6.14929021420322	12.7375080776288
Atxn10	1.95285314086805	6.31286798614476	6.29767534557341	4.03464960739707	10.4707370482654	4.34810798140461
Ttn	9.4551727192848	12.0729775212077	10.3244130965155	10.8406440588642	1.13437720821499	12.4609146604757
Rsu1	0.477647758456932	0	4.5524122853873	9.84751582682608	9.58662875148402	4.8541061369727
Acaa2	8.06590077862339	0	7.99659432845592	0	11.9607379863491	0
Spg20	0	1.16714715824327	5.34415980202289	10.9536164392231	7.88961421580117	9.28632201989177
Zc3h12c	8.86306847274255	9.08946218185759	10.4159907018264	11.0417047590571	0	9.45382229816961
Baiap2	9.86045328063368	3.63143934814682	9.42092332284477	7.7488019190444	2.67191486118848	8.45023691382275
Rpl10l	9.49778241995556	10.4839820859116	9.43516590161284	0	8.36243230896091	9.92379275162948
Mdh1	7.70717328989257	0	6.3032723244561	10.01890214584	11.8371452481186	6.50503568946099
Vangl1	7.56987119220879	0	7.69573983012952	0.749724132120525	9.64890343647288	0
Stx5a	9.15472096661047	9.42180904007636	9.22361894236717	12.3990578062583	8.78021907835395	11.586186268085
Phc2	0.737339728232778	10.1460968934691	5.28247520628934	12.6783229052052	2.37287464177551	12.3877585129654
Txndc12	8.77559198310014	0	8.75026308256444	7.51601349170674	11.2338302226044	6.04234689727839
Amotl2	8.95220411608542	2.67647787835185	9.62361550708266	0	8.70736154845895	0.155046526368538
Rhebl1	9.62900343153597	9.44223116479864	9.29822055350684	6.75902551955668	1.2757124020824	8.28937301235689
Akr1c21	10.4759434927242	8.548741635807	9.55248674709518	6.9234858132097	0	1.21552150733197
Serpinb6a	9.2420873684711	0	8.12547914909861	1.06664083940869	11.7603968035202	1.30405683869559
Gjb3	9.99083234049106	0	10.2887052235641	0	11.874914925423	0
Mgst3	0	0	2.37850196065062	12.2361664969497	9.85371271151243	11.5785709965936
Padi6	8.28225068178193	10.4289926265967	9.45463899004491	12.9694887464721	0	10.9248163541027
B3gnt5	0	0	0	0	9.27935867083947	0
Ctsh	3.11751845969614	10.3182373382548	7.99651825731201	9.19715177360901	0	8.13603589271056
Zfp821	9.54576944073485	10.7965322899719	9.74067835907619	9.15932271734129	1.74136002079464	10.653433577813
Id3	11.6633587464438	7.71158671596626	11.9952473434409	3.67055458011223	10.4123023055499	4.97365522568416
Rab20	9.5417076417145	10.170582440109	9.89730762148762	0	7.53271811107617	9.65071607942034
Zfp57	7.82847884536145	9.80347760831785	8.54184774078374	15.2211773074902	11.4255878731132	12.5975987033229
Gyg	0	7.7951107043051	0	13.5972808355436	5.7644432859787	12.0274542644405
Ccne1	12.3161689250425	13.3774595630962	13.1289929389477	7.28015531778576	6.2209758096063	13.3285463930699
Apobec3	9.3745157048415	8.52100214784546	9.73028834931199	0	0	1.13005176209559
Aqp8	0	0	0	0	9.54610264704488	0
Apoc1	9.11727221652579	6.81502747660181	9.15661262646472	0	10.9469943003491	0
Cyb5r3	0	8.24293943974201	0	8.86908791740708	10.6699107415629	9.07375052875489
Ctsz	10.4042832720193	11.5901908972867	11.3037434896063	0	7.41533518027636	6.90912805433341
L1td1	7.48230923001083	8.98982561386288	4.20442567389492	0	11.1730189864154	11.1653978672175
Commd3	7.49410323381097	0	6.50554626303366	9.79781367807618	10.6073785345784	9.25837346150323
Tspan14	5.01595832001771	7.66926613283754	8.22359133156917	12.5487558999809	8.52601404360602	9.78924083581056
Tspan1	8.74900345749216	0	9.363033524336	0	8.64588650758702	0
Tmem56	9.86587629210325	9.58524587333028	10.5865441485042	5.29716506259845	0	9.13608134399676
Klf6	0	0	0	5.88683277823332	9.99447178822334	3.45740723154103
Anxa6	0	0.479136546169935	0	8.43585364267594	10.3219298129348	5.61348860368094
Snx17	3.94578851966618	7.34776014154312	6.77367474669615	8.0419077896108	10.1170327780621	9.66697958061187
Esyt1	1.51749271500341	7.71518553972118	7.24981266398612	8.03562981688341	7.42284040770004	10.3368052316501
Pfkl	1.05582707049526	7.02788758242588	7.42809931333788	7.93408345645873	8.57619319489194	7.88651047017231
Crb3	10.1285273763572	10.1991157331488	10.554610595415	8.04231378321565	3.92703890338525	9.43219108629564
Gsta4	0	0.781233569985329	1.58583358060318	5.26713974401525	11.9519045894318	5.71723938991485
Abhd4	0	0.404496703092527	5.40779551125037	11.949703109107	8.97882550626479	10.2944552240513
Slc25a13	7.83231369828846	9.62952506299997	9.06739317687573	10.6552141935155	10.6853435171168	10.4398140106142
3010026O09Rik	5.91383424339084	8.3376370508409	7.82515747128062	9.00057460233161	9.42026360118352	7.7282643464974
Ddit4l	7.00166569340648	9.24015054586843	8.2595863328022	8.37877616022666	0	11.8443320457268
Zfp707	7.97471608448898	11.4484091670696	9.24643043486828	5.05230239617215	0.737644728314555	13.3532863815323
Pcgf5	8.14936994143932	9.83146115593017	9.4468752978812	5.80254449479522	1.71188230948176	10.3356355471848
Arap2	6.18432310622262	9.2497369509296	6.8086817043063	11.1862018604578	2.10360173671102	12.0381781105005
8430410A17Rik	0	5.87140493144401	1.77862104091104	12.5990237743737	5.39966058391879	10.6152985510837
Map1lc3a	11.826677937743	12.4271451141386	12.3805955277662	6.67810447447188	8.03179564367842	10.8342286864542
Pepd	7.29260867734038	0.781233569985329	7.22174351382566	4.52861926018756	10.4008445100869	0.165636067012244
Cenpm	9.62657134011358	10.0068010458865	9.7587016684551	5.77243087625018	8.00457529905777	7.35249717530107
Tspan8	0	8.19673762226318	0	1.8278201655394	12.1031237327948	7.13783621619404
Uqcrc1	11.543803600336	10.1537409054158	11.4327324827008	0	12.6218336933079	6.9922645200365
A630007B06Rik	2.12082032765756	9.9563177664397	7.79212915051728	11.9866777533549	1.39960633991565	12.135292691144
Steap3	8.9874194471103	0	9.30420358121415	0	7.25485068108823	0
Spryd3	8.16884567388148	8.33239015203258	8.44139558824559	11.3985485690084	4.6080370986289	9.80251498315215
Trim25	7.67720344249942	10.6152382423982	9.44732788612052	0	9.70005479762099	4.16350989618171
Atp5g2	9.28508723716906	6.8034644639125	8.91628575068699	7.21303942194077	10.1924188085472	5.77721094603849
Bok	9.7499435695604	2.33945440169452	9.76331747021444	0	7.16983368111866	0
Nsdhl	1.14697516376227	0	8.12912975312203	9.7617188957418	8.81765692242626	8.13163656278352
Bid	7.48829609580582	10.8049994581374	9.66429966351006	8.2053364971648	1.90273619499864	6.47241942059263
Dsp	0	0.547422127594874	0	6.9843433973472	9.93982231443392	1.20957418616564
Tfrc	13.0946650687207	13.0207827620366	13.5061915949544	6.14458402482654	7.83606722999591	12.5931309043434
Slc6a8	12.2338012249755	11.5445436337368	12.8016459443429	0	12.4047996032376	6.588868778647
Fbxo28	4.38646284669223	8.96237324921587	7.16851992034929	12.1349521359345	5.60086671385034	9.30040508567888
Ebp	9.65742951911305	9.82354313793872	8.66898065512825	0	10.0430190844771	4.95670366997235
Zscan5b	8.63651745460012	12.2398199981681	9.49444366694065	7.12467053914313	0	13.4350158071053
Zfp654	6.14339272067753	10.0256263882186	8.20013044939663	10.0960803617894	6.19171337072278	11.2227488499531
Slc38a4	0	0	1.56094088696928	0	10.6964136988879	0
Clic1	0	0.859630630534574	6.24137989541305	0	9.37678090536561	0
Lmo7	9.8603220175971	9.52559395525577	10.370825038752	12.7252314116843	1.51642267927348	11.1649343636135
Csrnp2	10.1046940318048	11.6973876415392	11.0718364621435	11.9925313811686	0	11.6914038511104
Clip1	7.59151131440047	9.17489626768089	8.81107517726528	10.6137980051812	5.43415240637468	9.96879063142043
Gba	9.93608993793158	6.37551100267575	10.4330399321037	0	10.3028907141657	2.4215079510092
Acsl4	12.1417517946042	12.5316360685785	12.2242035523594	8.16927483281878	8.11651934488121	10.3429093265291
Oat	0	9.87459803732178	4.69845156477608	10.1390231178012	7.58423340315743	11.0505290490673
Fam107b	0	5.4654085011324	1.07267810842462	11.0881965353151	5.80199304603373	9.59267066081024
Pemt	13.5032877050064	11.8920852821376	13.5353433124337	6.38626573408349	9.45318170229017	10.4830520970342
Nipsnap3b	9.02390864890946	4.47495519256823	8.27792872408295	0.633202092311564	10.1419743862368	0
4930583H14Rik	1.54140297259514	0	5.57927334526942	0	9.10606207201867	2.07377980349991
Fn1	0	1.0998775727729	4.18809239302611	9.14071409183131	9.6770026078494	7.20303570431183
Efr3a	1.021393191254	7.72945613177895	3.31988221521701	9.9510016703925	9.02812964398167	10.0856971612923
Cry1	9.31357420804975	10.5899060373832	10.0159478711378	11.5265560561527	1.96724651076592	11.5395082512122
Dcps	0	2.97738448109639	7.10603127910722	7.7248472794604	8.22749291864226	7.67153943086535
Dmgdh	10.158343529255	8.92195518373879	10.4424919871488	3.14077781470144	4.24101252647815	6.77312367928614
Wdr77	11.7344797708895	12.0553699859991	11.7725577180695	0	11.5850818842409	11.0666306562708
Slc39a6	7.32298024064404	10.2757914435073	8.54060193038543	12.2937440803861	0.939629165857246	10.9097411072859
Renbp	11.8941355244613	10.4149589947052	11.8554487180377	0	11.6684216930528	8.59998904580029
Coq4	8.23599764127611	10.0190160799972	8.75611525238768	6.4539494851824	8.55643167564308	10.067808134152
C130074G19Rik	9.1502034751101	9.66598083952731	10.1116829546662	0	0	8.05350690861273
Ctsd	12.6558361349849	10.0450855162228	12.8697430039076	6.26229429916939	12.4334535223102	3.61877189111374
Tmem50b	11.9683494902722	12.5004296390474	11.8262648032695	7.32089346527446	9.2050860746975	11.534381558539
Fcgr3	10.0164013744262	12.4033467416881	11.0299221862551	0	7.61981898916909	12.1215429020823
Crot	0.51519302739393	8.03806048131129	6.76410745063356	6.69746502011935	9.71814223548359	4.3534575063931
Acadvl	7.61916885728036	0.616264823189258	8.95196712295059	4.4794932203766	10.9819609637097	0
Ece2	8.87998062418527	10.150067875443	9.6327459034732	3.95105262720943	7.69840265328506	9.582629007691
N6amt2	10.9738713287152	10.3301463325703	11.1196416560554	0	9.67599955433515	5.33638228366877
Arl4a	4.13296186468735	9.3656511989889	8.98342972782906	9.45626143547048	6.13086377566678	10.8011651247387
Rhoc	0	0	0	0	9.10461710273267	0
Agpat6	1.83095757243521	8.49416090481913	7.54941174629654	10.2850687642515	9.44514663877514	9.52501903419554
Rad9	7.45950744263303	7.91589050456698	7.58336257835829	0	8.832206168243	7.82691580531299
Atad1	8.37915344254641	8.80991581411631	8.56354539230919	11.3870005003379	7.13622423754983	10.0735323157038
Dsg2	0	0	0	0	9.81300834336908	0
Cbwd1	10.1576459797593	9.63823655687733	10.5023647604808	1.54866005358346	8.02725122349284	7.88324508066826
Ass1	9.91247997853947	0	9.06435319553959	6.15419653931479	12.0965166391128	2.68862334757232
Krt8	1.37598674629817	0	4.97575491806009	5.52599762755409	12.780649543402	2.63329346202511
Tbx20	9.64952433036464	0	10.2167781187518	0	9.12444645347903	2.46298692005106
Sh3bgrl2	0	0.404496703092527	0	9.06145068056982	9.62155428328979	6.48688206065986
Trap1a	5.40690999359503	6.34622672701529	4.85284909695784	5.89246456249411	11.1283502575119	7.37873503133899
5730403B10Rik	9.58699078732075	8.7438776803824	9.28128595028129	9.76477576025798	8.1520458968794	10.3369278742466
Xpnpep1	10.7737608591163	10.3666209758001	10.8357734292794	0	12.0858266157753	10.7254351964378
Tmem229b	4.92421386343555	11.141964758015	8.63389008571092	8.44601585787308	0	9.27725063274962
Alpl	6.74208523336575	0	7.13034347968712	6.24433329637982	11.8256477191465	2.47110174698755
Cmbl	0	0	0.685190370014704	0	9.15921235813389	0
Tor2a	9.87557620131985	10.8138993282544	10.412687851043	7.36637259850503	6.38877904957267	10.4212227699555
Idh2	8.85772945938249	0.547422127594874	8.89374478398435	0	9.62544754074241	0
4930473A06Rik	6.82390188807386	10.1105264842475	8.28968610282238	8.54784894864715	0	10.6334117408875
Gyk	0	4.45768471375571	0	11.0327346665392	7.3125531442901	8.81829373394861
Rasa2	0.886618370266917	8.83236132065409	6.84733261203417	12.2924668200819	2.53065053957811	12.1832169879571
2010317E24Rik	9.14247754608309	10.9070752957273	10.139106468304	0	0	9.83142644304326
Lta4h	2.10625043695642	0	5.18272105612542	0.383957115268669	10.3945065036961	0
Tmem184c	9.53873138257865	9.66661907876755	9.87182061179653	7.12824015366553	1.48073813123028	11.7657852299156
Ndufb7	10.9193102585379	9.037872833459	10.6729458720166	2.1733593612742	10.8969311719497	1.19905183672604
Zdhhc12	0.959324300166368	3.67003447945338	7.17773498380155	7.56567964031979	10.1525276466144	6.77374573214745
Fmnl2	0	0	0	7.90188943817333	9.81189045038219	7.25339132880497
Csf3r	8.26632566348422	0	8.69880975734432	0	10.8016573897941	1.0600784212622
Csnk1g3	9.77100379669809	11.1319333065513	9.63131442468022	10.6733058103547	7.17989859015257	11.6888114342045
Dusp14	11.3342119059083	10.8215985798997	10.9213281824659	12.9052552899155	10.8765958752366	13.3695207955189
Dcaf5	4.00701908205794	10.8970528174512	8.15319235926775	11.6854946475539	2.62635492217519	11.5224642753092
Golm1	0	5.77481744746659	0	9.94095695482774	9.57176120927998	7.55384264988804
Slc39a2	1.40210396820092	0	7.95483781832379	0	6.28808242069105	0
Skap2	1.22378595168524	8.52728320020379	6.5844543916981	11.087517212256	8.38140085447562	10.7579633850781
Ndrg1	0	0	0	0	9.41796307826691	6.25042825154192
Naga	3.26986648141254	0	1.94111215622614	0	9.86359442844885	0.168742003544773
Ptpn13	9.90549891252171	10.2264675090239	10.1814067253799	9.63904614478529	6.99408514073798	9.64684845660813
Nid1	11.0717527151694	7.65375689957229	10.7511750917467	0	10.2488178184838	1.43297708734266
Nexn	7.70980288039494	10.4094958640463	7.20956417340637	12.6592098746127	0	12.6001717593938
Pramel7	13.2726557980598	13.8463882716003	13.5782859131152	0	11.9361103649975	11.9927050339218
Pramel6	12.7025005948494	12.3003687586698	13.1018395128124	0	11.7932608483181	11.536139322022
Arhgef16	10.771012361134	9.83529016967156	11.2634184328251	9.56645382578243	2.49400300148197	8.75272319222956
Capns1	4.70496711475465	0	4.02665548957089	7.60963965152094	10.8686513694413	6.44841025199174
Cat	1.6660992774593	0	3.68602695550958	5.62810737137601	9.34956997535932	0
Cldn6	8.92717074936492	9.73449721751627	10.0287727766874	0	10.9848182473211	10.221720204488
Pdzd3	9.48676637236864	0	9.64598544711796	0	8.41818472010929	0
Sgsm3	7.91387477518236	9.145431035235	9.21127538869736	10.9025903546186	7.36680926931157	10.2271458683827
Fbxo3	7.00765002479268	0	0	8.22339753624692	9.83310338426856	4.83140788897441
Pmvk	1.30340042824501	0	6.04656658437551	5.28984420435141	9.32329612969019	2.82475298591972
Aqp3	10.575384698459	2.91504205011109	10.4540826556192	0	10.8420538314184	0
Nudt5	0	0	0	11.0745198063265	10.2508605005075	9.27997755797455
2610019F03Rik	10.7363405000685	0	10.287561437448	10.8113129785997	12.2494874472097	8.33748096776107
Osbpl1a	0	6.91690329713163	0	10.1392263804933	7.73564803246709	9.70426620425589
Cd63	13.5280977278622	12.6073615591165	13.3563714809179	0	13.2567690680281	10.5163570872183
Slc4a11	11.1721062230324	11.3828741889811	11.5361296105235	0	9.94077487082271	7.78497449481926
Naalad2	11.3838137168021	9.94613545866696	11.7639418586176	6.54733778447	5.76773872257143	9.46899279834748
Ssx2ip	8.1729128470624	10.1517399961208	8.58798759576083	12.4859470305431	7.23802373780918	12.3630084604573
Ift52	0	6.44744180052782	0	8.28022966590234	9.48209807738778	8.36877919170294
Tsta3	8.33501094113373	2.07700611745351	8.24549880914422	6.76665030576352	10.0437376772392	2.52313417195981
Nsun5	8.42023034205073	10.3875776000544	9.03931899053547	3.27100072541749	6.2934211027571	10.1793464295925
BC031353	7.78737531985909	10.7331287543799	9.19767557796284	11.0725069009621	0	10.8715007282855
Eomes	0	0	0	3.41614670280348	9.94060273403162	2.9888754521179
Acot7	9.9708893151396	8.70105483377819	10.1171648554603	7.93500966731429	7.37570183254785	8.8259950856494
Ank	2.5919004968461	6.65282909562788	3.04899632398839	9.12081749401725	11.0660503235165	7.1064322728741
Ubtfl1	7.88977048982107	11.0998551061675	8.30000987427629	0	0	11.3350140163033
Larp1b	11.1263019557351	12.1405925608573	11.178102336746	5.51481414321086	6.4005235411307	12.4783841964964
Slc6a14	1.15577408233439	0	6.13637566565296	0	6.97447797898509	3.90077042494951
Socs3	10.0336312359453	12.6035659036912	11.6439278813791	0	7.29595832833173	12.2987659731593
Sept3	6.3225404331824	10.0336388846167	8.83419357316919	10.9747137294483	0	10.4051009347859
Alg5	8.11877386884271	0.673619275147955	8.04137934860205	0	9.76708005164428	3.63070845362518
Fbxo34	7.74430832861356	11.2005624346236	9.64791539215549	10.8708467791083	0	11.2355099866108
Creb3	9.45711243004679	10.2955060333678	9.46928935016235	5.07705861472052	9.41983034364817	8.34971035006104
Rnmtl1	9.30133918344371	8.73721482798527	8.77097570493276	0	6.65256985442102	1.43415791052222
Tagln2	9.88464648092641	0	10.0171698459904	0	13.1214980309314	0.734039633575534
Spic	11.8131618749453	13.5759111002303	13.3810736906842	1.34615305650966	11.2276550162665	13.1956664274422
